Fecha,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5,Punto 6,Punto 7,Punto 8,Punto 9,Punto 10,Punto 11,Punto 12,Punto 13,Punto 14,Punto 15,Punto 16,Punto 17,Total
2020-08-06,144442,113420,0,520472,547818,0,348716,0,0,0,0,0,0,0,0,425700,67222,2167790
2020-08-07,142542,113420,21216,579240,434714,0,378494,0,65760,0,0,0,140110,0,0,415800,45254,2336550
2020-08-08,142542,112860,11574,490406,454450,0,306188,0,0,0,0,0,206078,0,0,356400,43662,2124160
2020-08-09,140642,113420,18412,489790,455120,0,314380,0,0,0,0,0,0,0,0,356400,47154,1935318
2020-08-10,142542,113420,20176,489790,458282,0,330300,0,64460,0,0,0,0,0,0,356400,36720,2012090
2020-08-11,146342,113420,30360,431790,563008,0,369092,0,0,0,0,106476,0,0,0,297000,41454,2098942
2020-08-12,144442,113420,25600,512618,513330,0,372468,0,0,0,0,16230,0,0,0,396000,43352,2137460
2020-08-13,146342,113420,33444,541706,504756,0,431844,0,0,0,0,0,37288,0,0,396000,41454,2246254
2020-08-14,130988,113420,16000,580612,445884,0,368458,0,0,0,0,0,12600,0,0,386100,61778,2115840
2020-08-15,142046,113420,25272,546174,522740,0,381990,0,0,0,0,0,0,0,0,297000,45748,2074390
2020-08-16,141908,113420,25170,479118,525332,0,365442,0,0,0,0,0,0,0,0,297000,45888,1993278
2020-08-17,141150,113420,18656,603088,513942,0,377878,0,0,0,0,0,0,0,0,297000,49728,2114862
2020-08-18,146298,113420,33444,522318,423544,0,401286,0,0,0,0,0,0,0,0,419760,51338,2111408
2020-08-19,142542,113420,26290,603156,591464,0,380846,0,11052,0,0,0,30000,0,0,247500,45254,2191524
2020-08-20,146342,113420,33444,559102,602600,0,388642,0,0,0,0,69754,100078,0,0,243540,41454,2298376
2020-08-21,144442,147968,28900,578814,468926,0,373972,0,90520,0,0,245170,20000,0,0,396000,43128,2537840
2020-08-22,141274,113420,29016,567344,456734,0,366524,0,59850,0,0,0,60000,0,0,366300,46522,2206984
2020-08-23,141274,113420,29016,567344,456734,0,366488,0,59850,0,0,0,0,0,0,366300,46522,2146948
2020-08-24,141274,113420,29016,670344,456734,0,386268,0,59850,0,0,61850,60046,0,0,366300,46522,2391624
2020-08-25,140642,156356,29016,728890,494834,0,388642,0,15562,0,0,0,49134,0,0,435600,46522,2485198
2020-08-26,140642,156360,29664,709970,495766,0,397446,0,0,0,0,0,0,0,0,435600,47154,2412602
2020-08-27,140642,156356,29664,693944,494942,0,398122,0,0,0,0,110230,56000,0,0,429462,47154,2556516
2020-08-28,140642,113420,29664,691986,515990,0,359122,0,0,0,0,0,18970,0,0,425502,47154,2342450
2020-08-29,136840,113420,20742,674328,510702,0,261618,0,0,0,0,68242,0,0,0,423720,50956,2260568
2020-08-30,136840,113420,20910,649484,443546,0,261624,0,0,0,0,68242,0,0,0,423720,50956,2168742
2020-08-31,136840,113420,20742,712928,416102,0,261702,0,0,0,0,68242,0,0,0,423720,50956,2204652
2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,100000,0,0,305212,0,0,0,0,0,405212
2020-09-03,0,0,0,0,0,0,0,0,0,0,0,286140,77414,0,0,0,0,363554
2020-09-04,0,0,0,0,0,0,0,0,0,0,0,275344,0,0,0,0,0,275344
2020-09-05,0,0,0,0,0,0,0,0,0,0,0,13846,0,0,0,0,0,13846
2020-09-06,0,0,0,0,0,0,0,0,0,0,0,13846,0,0,0,0,0,13846
2020-09-07,0,0,0,0,0,0,0,0,0,0,0,13846,0,0,0,0,0,13846
2020-09-08,0,0,0,0,0,0,0,0,0,0,0,54298,0,0,0,0,0,54298
2020-09-09,0,0,0,0,0,0,0,0,0,0,0,25714,0,0,0,0,0,25714
2020-09-10,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,20000
2020-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,0,12000,0,0,0,0,0,0,0,0,30344,0,0,0,0,42344
2020-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-17,0,0,0,48000,68000,0,0,0,0,0,0,52546,23448,0,0,0,0,191994
2020-09-18,0,0,0,30000,20000,0,20000,0,0,0,0,0,13276,0,0,0,0,83276
2020-09-19,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,42000
2020-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,0,49600,72000,0,0,0,0,0,0,0,55974,0,0,0,0,177574
2020-09-22,0,0,0,44000,0,0,0,0,0,0,0,30660,24132,0,0,0,0,98792
2020-09-23,0,0,0,0,0,0,0,0,58654,0,0,0,0,0,0,0,0,58654
2020-09-24,0,0,0,0,0,0,0,0,59814,0,0,0,0,0,0,0,0,59814
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,0,0,0,130000,45000,0,0,0,0,0,0,0,0,0,0,0,0,175000
2020-09-29,0,0,0,70000,0,0,0,0,0,0,0,78636,0,0,0,0,0,148636
2020-09-30,0,0,0,0,0,0,20000,0,0,0,0,47472,0,0,0,0,0,67472
2020-10-01,0,0,0,100000,75200,0,0,0,0,0,0,0,0,0,0,0,0,175200
2020-10-02,0,0,0,27400,0,0,0,0,0,0,0,0,0,0,0,0,0,27400
2020-10-03,0,0,0,60000,0,0,57000,0,0,0,0,0,0,0,0,0,0,117000
2020-10-04,0,0,0,20000,0,0,70000,0,0,0,0,0,0,0,0,0,0,90000
2020-10-05,0,0,0,308000,116200,0,90000,0,0,0,0,0,0,0,0,0,0,514200
2020-10-06,0,0,0,22400,20000,0,24000,0,0,0,0,0,0,0,0,0,0,66400
2020-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,0,0,0,10000,0,0,0,0,0,0,0,73906,0,0,0,0,0,83906
2020-10-09,0,0,0,25000,0,0,0,0,0,0,0,224572,0,0,0,0,0,249572
2020-10-10,0,0,0,29800,71200,0,0,0,0,0,0,0,35840,0,0,0,0,136840
2020-10-11,0,0,0,132000,14000,0,0,0,0,0,0,0,0,0,0,0,0,146000
2020-10-12,0,0,0,218680,20000,0,0,0,0,0,0,0,0,0,0,0,0,238680
2020-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
2020-10-15,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,40000
2020-10-16,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,45000
2020-10-17,0,0,0,27200,70000,0,0,0,0,0,0,0,0,0,0,0,0,97200
2020-10-18,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,0,0,0,35400
2020-10-19,0,0,0,88994,96000,0,0,0,0,0,0,0,0,0,0,0,0,184994
2020-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,0,0,0,0,20000,0,0,0,0,0,0,0,37912,0,0,0,0,57912
2020-10-22,0,0,0,0,0,0,14000,0,0,0,0,8920,72040,0,0,0,0,94960
2020-10-23,0,0,0,40000,0,0,0,0,0,0,0,0,45828,0,0,0,0,85828
2020-10-24,0,0,0,68000,30000,0,0,0,0,0,0,0,0,0,0,0,0,98000
2020-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-27,0,0,0,140000,0,0,0,0,0,0,0,0,60000,0,0,0,0,200000
2020-10-28,0,0,0,50000,0,0,0,0,0,0,0,47754,0,0,0,0,0,97754
2020-10-29,0,0,0,0,0,0,0,0,0,0,0,50606,0,0,0,0,0,50606
2020-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,0,0,0,0,0,0,0,0,0,0,0,89358,0,0,0,0,0,89358
2020-11-04,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,26000
2020-11-05,0,0,0,0,0,0,0,0,0,0,0,0,28434,0,0,0,0,28434
2020-11-06,0,0,0,0,88000,0,0,0,0,0,0,0,0,0,0,0,0,88000
2020-11-07,0,0,0,88000,0,0,78000,0,0,0,0,100000,18956,0,0,0,0,284956
2020-11-08,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,26000
2020-11-09,0,0,0,140000,60010,0,0,0,20000,0,0,223088,72034,0,0,0,0,515132
2020-11-10,0,0,0,12000,0,0,0,0,91640,0,0,111226,40244,0,0,0,0,255110
2020-11-11,0,0,0,32000,0,0,0,0,50000,0,0,90000,0,0,0,0,0,172000
2020-11-12,0,0,0,20000,0,0,0,0,0,0,0,154262,0,0,0,0,0,174262
2020-11-13,0,0,0,0,0,0,0,0,0,0,0,89012,0,0,0,0,0,89012
2020-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,0,0,0,0,0,0,0,0,0,0,0,42868,0,0,0,0,0,42868
2020-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,0,0,0,0,0,0,0,0,0,0,0,20984,0,0,0,0,0,20984
2020-11-20,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
2020-11-21,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,22000
2020-11-22,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,26000
2020-11-23,6000,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,39000
2020-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,0,0,0,0,0,0,0,0,0,0,0,43472,123216,0,0,0,0,166688
2020-11-26,0,0,0,0,0,0,0,0,29510,0,0,0,0,0,0,0,0,29510
2020-11-27,0,0,0,0,0,0,84000,0,0,0,0,0,0,0,0,0,0,84000
2020-11-28,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,60000
2020-11-29,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,19000
2020-11-30,0,0,0,0,0,0,0,0,0,0,0,206196,0,0,0,0,10000,216196
2020-12-01,0,0,0,0,0,0,0,0,11374,0,0,164514,0,0,0,0,0,175888
2020-12-02,0,0,0,0,0,0,0,0,64754,0,0,43324,0,0,0,0,0,108078
2020-12-03,0,0,0,0,0,0,0,0,48974,0,0,70968,0,0,0,0,0,119942
2020-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,0,0,0,100000,160000,0,0,0,0,0,0,0,0,0,0,0,0,260000
2020-12-06,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
2020-12-07,0,0,0,96000,50000,0,0,0,0,0,0,0,132694,0,0,0,0,278694
2020-12-08,0,0,0,60000,210000,0,10000,0,0,0,0,118658,49286,0,0,0,0,447944
2020-12-09,0,0,0,0,0,0,0,0,0,0,0,24260,0,0,0,0,0,24260
2020-12-10,0,0,0,0,60000,0,0,0,0,0,0,53840,0,0,0,0,0,113840
2020-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,0,0,0,80000,28000,0,0,0,0,0,0,0,0,0,0,0,0,108000
2020-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,0,0,0,280000,0,0,10000,0,0,0,0,0,0,0,0,0,0,290000
2020-12-15,0,0,0,113148,0,0,0,0,0,0,0,35604,0,0,0,0,0,148752
2020-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,0,0,0,0,20000,0,0,0,0,0,0,11868,0,0,0,0,0,31868
2020-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,0,0,0,54000,10000,0,0,0,0,0,0,0,0,0,0,0,0,64000
2020-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,16000,0,0,115000,40000,0,18000,0,0,0,0,0,0,0,0,0,0,189000
2020-12-22,16000,0,0,30000,16000,0,0,0,0,0,0,0,0,0,0,0,0,62000
2020-12-23,16000,0,0,48000,50000,0,0,0,0,0,0,0,0,0,0,0,0,114000
2020-12-24,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,18000
2020-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,22000
2020-12-27,0,0,0,24000,60000,0,0,0,0,0,0,0,0,0,0,0,0,84000
2020-12-28,26000,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,86000
2020-12-29,0,0,0,0,0,0,0,0,8278,0,0,800000,92160,0,0,0,0,900438
2020-12-30,0,0,0,0,0,0,0,0,0,0,0,67272,0,0,0,0,0,67272
2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
